titulo;precio;ubicacion;descripcion;url;litros_detectados;ala_detectada;cumple_criterios;fecha_publicacion;envio;estado;imagen
Tabla Wing Foil F4 Emona 65L;720.0;Palma de Mallorca, 07005;"Tabla de wingfoil F4 Emona con 65 litros de volumen. 4,3 kg , super ligera. Carbon Airex Sandwich. Impecable como nueva. Ni una rayadita.

- Tabla de wingfoil F4 Emona.
- Volumen de 65L.
- Medidas 4'6'' x 22''
- Peso 4,3kg";https://es.wallapop.com/item/tabla-wingfoil-f4-emona-65l-1182801646;[65];[];False;2026-05-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jk/7j/__/c10420p1182801646/i5973578210.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jk/7j/__/c10420p1182801646/i5973578225.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jk/7j/__/c10420p1182801646/i5973580246.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jk/7j/__/c10420p1182801646/i5973580260.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jk/7j/__/c10420p1182801646/i5973580267.jpg?pictureSize=W640
Bomba Wingfoil, Kitesurf, SUP Hinchable. NUEVA;39.0;Sant Cugat del Vallès, 08195;"Bomba de aire para wingfoil, kitesurf y SUP hinchable. Incluyen manómetro para controlar la presión.

- Bomba de doble acción.
- Manguera flexible.
- Adaptadores para diferentes válvulas.";https://es.wallapop.com/item/bombas-wingfoil-kitesurf-sup-hinchable-1253866328;[];[];False;2026-06-07;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kq/ip/__/c10420p1253866328/i6464341859.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kq/ip/__/c10420p1253866328/i6464341862.jpg?pictureSize=W640
Arnes kitesurf mujer ion sol;170.0;Sant Antoni de Portmany, 07820;"PVP 275€
Precio con descuento 170€
Tallas disponibles L
2 años de garantia
Somos tienda oficial duotone y ion
Envio seguro por wallapop

Kitesurf, wingfoil, surf, windsurf, nadar, deportes acuáticos";https://es.wallapop.com/item/arnes-kitesurf-mujer-ion-sol-1050068807;[];[];False;2025-09-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hd/6m/__/c10420p1050068807/i5134334494.jpg?pictureSize=W640
Tabla Wingfoil Naish Hover 62L 2025;700.0;Palma de Mallorca, 07013;Vendo tabla naish hover comprada en 2025 de 62l, en estado impecable. Muy muy poco uso, mas info privado.;https://es.wallapop.com/item/tabla-wingfoil-naish-hover-62l-2025-1191628593;[62];[];False;2026-06-01;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jp/gq/__/c10420p1191628593/i6020215775.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jp/gq/__/c10420p1191628593/i6020216033.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jp/gq/__/c10420p1191628593/i6020215800.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jp/gq/__/c10420p1191628593/i6020215949.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jp/gq/__/c10420p1191628593/i6020215825.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jp/gq/__/c10420p1191628593/i6020215859.jpg?pictureSize=W640
Arnes mystic wingfoil majestic. Antes 219,99 T.L;115.0;La Manga del Mar Menor, 30380;Nuevo a estrenar talla L;https://es.wallapop.com/item/arnes-mystic-wingfoil-majestic-1086304227;[];[];False;2026-06-20;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hy/r9/__/c10420p1086304227/i5338212203.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hy/r9/__/c10420p1086304227/i5338212245.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hy/r9/__/c10420p1086304227/i5338212257.jpg?pictureSize=W640
Vela Wingfoil Slingshot 5m v6 - 2026;970.0;Alcúdia, 07400;"muy poco uso en escuela. Material en excelente estado.

Wing all-round de alta gama, ideal tanto para principiantes como avanzados.

✔ Gran potencia en poco viento (light wind): despega fácil y mantiene el vuelo con menos viento que otros wings.
✔ Muy duradera: construcción reforzada con paneles Code95 que reducen la deformación con el uso.
✔ Estabilidad y control: perfil muy equilibrado, perfecta para progresar o mejorar técnica.
✔ Sensación “lock & go”: ceñida cómoda y eficiente.
✔ No colapsa en maniobras: mantiene la forma incluso en transiciones y giros.
✔ Ligera y reactiva: fácil de controlar desde el primer día.";https://es.wallapop.com/item/vela-wingfoil-slingshot-5m-v6-2026-1253527984;[];[5];False;2026-06-19;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kq/bg/__/c10420p1253527984/i6441899118.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kq/bg/__/c10420p1253527984/i6441899125.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kq/bg/__/c10420p1253527984/i6441899128.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kq/bg/__/c10420p1253527984/i6441899126.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kq/bg/__/c10420p1253527984/i6441899127.jpg?pictureSize=W640
Wingfoil Mystic Wingman - Nuevo;85.0;Sant Pere de Ribes, 08810;"Vendo Mystic Wingman Wingfoil Harness.
Está completamente nuevo, sin usar. Forma parte de mi material personal y, finalmente, no llegué a utilizarlo.

• Estado: nuevo, sin uso.
• Sin desperfectos, roces ni desgaste.
• Se entrega tal y como se ve en las fotos.

Se puede ver y recoger en persona o envío a través de Wallapop.";https://es.wallapop.com/item/wingfoil-mystic-wingman-nuevo-1276771571;[];[];False;2026-06-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l4/5n/__/c10420p1276771571/i6584857113.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/5n/__/c10420p1276771571/i6584857118.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/5n/__/c10420p1276771571/i6584857120.jpg?pictureSize=W640
BARRA KITE DUOTONE TRUST BAR QUAD CONTROL 2024;325.0;Castelldefels, 08860;"Barra de kite Duotone Trustbar en buen estado. Poco desgaste (se puede ver en las fotos). Es de tienda.

- Se encuentra en excelentes condiciones.
- Chicken loop de freeride.

(P).

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte!";https://es.wallapop.com/item/barra-kite-duotone-trust-bar-quad-control-2024-1165187889;[];[];False;2026-06-25;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592172.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592195.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592205.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592191.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592219.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592178.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592199.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592187.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j9/q0/__/c10420p1165187889/i5875592213.jpg?pictureSize=W640
Wingfoil Eleveight y Foil Completo 2a mano usado;800.0;Ifara, 38170;"Cometa de wingfoil Eleveight 4 metros (1 pequeña reparacion y blader nuevo)

Foil completo, lista para usar.

- Mástil de aluminio de 19mm y 90cm
- Fuselaje short 720
- ala trasera 420 speed
- ala delantera PNG 910b y área de 1267

Se incluyen los tornillos.

Es ideal para aprender, usado. 

Precio total: 800
Precio por separado (600 foil y 200 cometa)";https://es.wallapop.com/item/cometa-eleveight-y-foil-completo-2a-mano-usado-1225883242;[];[4];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733490.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733573.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733607.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733661.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733722.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733799.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733858.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k9/ux/__/c10420p1225883242/i6259733982.jpg?pictureSize=W640
12 bombolette spray svitolante Brotek;25.0;Secondigliano, 80144;"Set di 12 bombolette di olio sbloccante e lubrificante penetrante Brotek.

- Marca: Brotek
- Tipo: Olio penetrante spray lubrificante anti-ruggine
- Design: Germania";https://es.wallapop.com/item/12-bombolette-spray-svitolante-brotek-1269297026;[];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kz/pf/__/c10420p1269297026/i6541359042.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/pf/__/c10420p1269297026/i6541359087.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/pf/__/c10420p1269297026/i6541359061.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/pf/__/c10420p1269297026/i6541359078.jpg?pictureSize=W640
Wingfoil F-one Strike V5 Allula 5m;850.0;Barri Son Roca-Son Ximelis, 07011;"Wingfoil F-one Strike V5 Allula de 5 metros.
Con Boom botavara 
Usada 5 veces 
Duotone naish gong cometa foil";https://es.wallapop.com/item/wingfoil-f-one-strike-v5-allula-5m-1228186657;[];[5];False;2026-05-26;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kb/8a/__/c10420p1228186657/i6277154988.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/8a/__/c10420p1228186657/i6277155002.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/8a/__/c10420p1228186657/i6277153373.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/8a/__/c10420p1228186657/i6277153377.jpg?pictureSize=W640
Estabilizador North S270 Wingfoil;95.0;Torrelles de Llobregat, 08629;"Estabilizador North S270 para wingfoil.
El estabilizador Todo Terreno de North  

- Material: Carbono.
- Color: Negro con detalles en verde.
- Incluye tornillos de montaje.
- presenta pequena raya superficial";https://es.wallapop.com/item/estabilizador-north-s270-wingfoil-1274712915;[];[];False;2026-06-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l2/xi/__/c10420p1274712915/i6573296527.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/xi/__/c10420p1274712915/i6573296588.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/xi/__/c10420p1274712915/i6573296569.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/xi/__/c10420p1274712915/i6573296548.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/xi/__/c10420p1274712915/i6573296598.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/xi/__/c10420p1274712915/i6573296577.jpg?pictureSize=W640
Wingfoil;60.0;San Pedro, 33610;No la envío Hecha casera es 5,5 copiada de otra entre 110 y 120 litros flota mucho yo 70 kilos y sin viento me pongo de pie bien,estéticamente no es guapa pero cumple muy bien su cometido,chupa algo de agua ,como primera tabla para no gastarse mucho perfecta,no se envía se puede probar sin problema;https://es.wallapop.com/item/wingfoil-1070840859;[120];[];False;2026-05-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hp/ju/__/c10420p1070840859/i5248325427.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/ju/__/c10420p1070840859/i5248321933.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/ju/__/c10420p1070840859/i5248321944.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/ju/__/c10420p1070840859/i5248325489.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/ju/__/c10420p1070840859/i5248325546.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/ju/__/c10420p1070840859/i5248325604.jpg?pictureSize=W640
KITE NORTH ORBIT 9.0 2023;750.0;Castelldefels, 08860;"Kite North en muy buenas condiciones. Poco uso

Sin reparaciones, revisado 

Posivilidad de comprarlo con barra por 245€ 

Total KITE + BARRA : 995€ 

(P).

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/north-orbit-9-0-2023-986623678;[];[];False;2026-06-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821650.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821656.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821655.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821662.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821658.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821657.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821660.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821666.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i4778821667.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gb/er/__/c10420p986623678/i5493656382.jpg?pictureSize=W640
Tornillos y tuercas para hydrofoil;60.0;Cádiz, 11008;"Set de tornillos y tuercas de acero inoxidable para hydrofoil.

- Incluye 4 tornillos y 4 tuercas.
- Diseñados para fijación manual y poder mover el mastil desde el agua sin uso de llaves. 
- Se fabrican a medida
- Universales 
- Muy resistentes 
- Wingfoil Surf foil";https://es.wallapop.com/item/tornillos-y-tuercas-para-hydrofoil-1262594345;[];[];False;2026-05-27;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kv/ps/__/c10420p1262594345/i6499201494.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kv/ps/__/c10420p1262594345/i6499201501.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kv/ps/__/c10420p1262594345/i6499201508.jpg?pictureSize=W640
Tabla Naish Chimera Wingfoil Mid Length;850.0;Castelldefels, 08860;Tabla para Midlength Wingfoil o Parawing Naish Chimera 2025 6 ́´2 88 litros. Take-off super fácil, la suelo usar de 8 nudos (wing) 12 nudos (parawing) hasta 25-30 nudos sigue siendo divertida pese el tamaño, es muy ágil ! Se siente como una de 70L bajo los pies. Ideal como tabla única para Wing/Parawing en todas las condiciones.  Comprada en Noviembre 2025, muy buenas condiciones.;https://es.wallapop.com/item/tabla-naish-chimera-wingfoil-mid-length-1274628404;[70, 88];[];False;2026-07-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698662.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698817.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698841.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698831.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698788.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698823.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698808.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698849.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698822.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/vp/__/c10420p1274628404/i6572698837.jpg?pictureSize=W640
Foil Armstrong APF 1675 (y estabilizador pump 202);350.0;Almería, 04004;"Ala de foil Armstrong APF 1675, ideal para wingfoil con vientos suaves y supfoil, en especial para downwind, pero también para iniciación por las medidas. Incluye estabilizador Pump 202 especifico para este ala. Muy buen estado ambas cosas. Las pocas marcas de uso se ven en las fotos. PvP actual del ala 969€ y de estabilizador 260€. Se vende el Ala por 350€ y el  estabilizador por 100 €.
Se entrega con funda.";https://es.wallapop.com/item/foil-armstrong-apf-1675-para-wing-sup-downwind-1212770534;[];[];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433781.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433794.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433806.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433822.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433827.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6302491869.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433841.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6302491888.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/k2/1v/__/c10420p1212770534/i6308433852.jpg?pictureSize=W640
Mástil Armstrong 935mm Performance;700.0;Palma de Mallorca, 07002;"Mástil de alto rendimiento Armstrong de 935mm. Good condition, does not include Fuselage.
Included Covers
Foiling mast, wingfoil , armstrong foil , armstrong mast , duotone , f one .
In Palma de Mallorca
Happy to ship";https://es.wallapop.com/item/mastil-armstrong-935mm-performance-1269034215;[];[];False;2026-06-14;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kz/jt/__/c10420p1269034215/i6539498138.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/jt/__/c10420p1269034215/i6539498180.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/jt/__/c10420p1269034215/i6539498188.jpg?pictureSize=W640
Casco ion;59.0;Sant Antoni de Portmany, 07820;"PVP 99€
Precio con descuento 59€
Tallas disponibles XL
2 años de garantia
Somos tienda oficial duotone y ion
Envio seguro por wallapop

Kitesurf, wingfoil, surf, windsurf, nadar, deportes acuáticos";https://es.wallapop.com/item/casco-ion-1050081127;[];[];False;2025-09-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hd/6v/__/c10420p1050081127/i5134392961.jpg?pictureSize=W640
KITE TAKOON FURIA 13M;300.0;Castelldefels, 08860;"Kite de 13m, usado pero en buenas condiciones.

- Color: azul
- Medidas: 13m

(C).

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/takoon-furia-13m-948283071;[];[];False;2026-06-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498667.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498684.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498687.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498689.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498690.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498688.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498680.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498693.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498700.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fo/kz/__/c10420p948283071/i3555498702.jpg?pictureSize=W640
Equipo de Wingfoil completo Tabla 70L Wing 4m Foil;890.0;Funchal, 9050-446;"I am selling my complete Wingfoil gear. I have had a lot of fun with it. I am leaving my job in Spain and cannot take it with me, that's why I have to let it go.
It will suit a rider with some experience and includes:
- Very solid custom board 4'8,  70 lts with straps and track nuts.
- Slingshot Phantasm Foil: SABFOIL Onda 730 front, PS325 rear wing.
- 72 cm Aluminum Mast. Hardware.
- 4m HB Flair 2 Surfwing.

All are in good used condition and ready to go. Can be viewed and tested in La Linea.

- Tabla de 70 litros.
- Wing de 4 metros.
- Foil de alto rendimiento.";https://es.wallapop.com/item/equipo-de-wingfoil-completo-tabla-70l-wing-5m-foil-1204908044;[70];[4];False;2026-06-29;Envío disponible;Reservado;https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6128966558.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6128966584.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6322402500.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6322506207.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6485412909.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6485412914.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6485412916.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/dc/__/c10420p1204908044/i6485412893.jpg?pictureSize=W640
Bicicleta Eléctrica  2 motores;1000.0;Cabrils, 08348;"Bicicleta eléctrica  Italjet.
Ideal para ir a surfear. Es divertidísima.
Estilo custom bike.

- 2 motores: uno asiste a pedales con 9 velocidades el otro es independiente y funciona presionando una palanca.
-Luces delanteras y traseras.
- 2 Baterías.
- regalo surf rack para tablas de surf, pádel sup, wingfoil etc.


Llega hasta 45 km/h";https://es.wallapop.com/item/bicicleta-electrica-2-motores-1187369396;[];[];False;2026-06-15;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999285690.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999286082.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999286374.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999287016.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999287241.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999287315.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999287358.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jm/xg/__/c10420p1187369396/i5999287395.jpg?pictureSize=W640
Vendo tabla Sup-foil Wingfoil Starboard;350.0;Saladar, 03700;Vendo tabla Starboard Hyper foil, perfecta para Supfoil o Wing-foil, es el modelo de 6,4 y 95 litros esta con protector de cantos y en buen estado.;https://es.wallapop.com/item/vendo-tabla-sup-foil-wingfoil-starboard-1007214696;[95];[];False;2026-05-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gn/o3/__/c10420p1007214696/i4900757997.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gn/o3/__/c10420p1007214696/i4900758025.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gn/o3/__/c10420p1007214696/i4900758034.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gn/o3/__/c10420p1007214696/i4900758048.jpg?pictureSize=W640
Cabrinha Mantis 5m - wingfoil;320.0;Doña Violeta, 11139;"Vendo wing Cabrinha Mantis de 5 metros de wingfoil. Asas rígidas. Está en buenas condiciones. No tiene poros ni reparaciones.
En zona de Sevilla Cádiz 
Se hace precio al comprar tabla y/o foil";https://es.wallapop.com/item/cabrinha-mantis-5m-wingfoil-1170030139;[];[5];False;2026-07-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999360.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999653.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999396.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999818.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5902429759.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999433.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999902.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999480.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jc/lt/__/c10420p1170030139/i5931999969.jpg?pictureSize=W640
Tabla hinchable DUOTONE SKYBRID AIR WINGFOIL 110L;800.0;Las Palmas de Gran Canaria, 35006;"* *envio gratuito a todas las islas Canarias
Se vende tabla con apenas 4 usos. Se compró para un viaje. Ideal para iniciación y transportar comodamente en su mochila con ruedas";https://es.wallapop.com/item/tabla-hinchable-duotone-skybrid-air-wingfoil-110l-1258900569;[110];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394539.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394578.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394597.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394621.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394613.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394560.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kt/il/__/c10420p1258900569/i6474394607.jpg?pictureSize=W640
