titulo;precio;ubicacion;descripcion;url;litros_detectados;ala_detectada;cumple_criterios;fecha_publicacion;envio;estado;imagen
Pack Wingfoil - Tabla 110L + Vela 6m + Foil 1800;815.0;Las Rozas de Madrid, 28230;"Pack completo de Wingfoil listo para navegar, ideal para iniciación y progresión. Todo el material está impecable y es compatible entre sí.

Incluye:

Tabla Hinchable GONG Hipe First 110L (5'5""): Súper estable, con placa rígida de carbono. Con mochila.

Ala North Nova 6m: Vela premium, compacta, potente para vientos flojos/térmicos y con asas ergonómicas. Con mochila.

Foil Carbono Kohala Blaster 1800: Ala gigante para despegar sin esfuerzo, mástil y platina universal (US Box). Con mochila.

Ahórrate mareos buscando piezas sueltas. Comprar y al agua.

wingfoil surf kite nova vela foil duotone f one tabla ala";https://es.wallapop.com/item/equipo-completo-wingfoil-gong-north-kohala-1274518016;[110];[6];False;2026-06-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6572221708.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6572221725.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6572221771.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6572221746.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6572221745.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6572221736.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6584846923.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l2/tc/__/c10420p1274518016/i6584846989.jpg?pictureSize=W640
Wing Gong Pulse 6m;150.0;Paterna, 46980;"Wing de wingfoil Gong Pulse de 6 m2.

- Color verde lima.
- año 2022";https://es.wallapop.com/item/wing-gong-pulse-6m-1233753964;[];[6];False;2026-05-16;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ke/jm/__/c10420p1233753964/i6314038183.jpg?pictureSize=W640
Tabla Wing Reedin S-Feather 188L Principiente;699.0;Tarifa, 11380;"Tabla de wingfoil Reedin S-Feather de 188 litros, ideal para iniciación / gran tamaño

- Diseño moderno con franjas de color.
- Número de serie 188 visible.
- Logo de la marca en rojo.


[duotone, f-one, north, cabrinha, core, armstrong, reedin, axis, sabfoil, naish, takoon, gong, slingshot, starboard, ozone, ensis, kt, rrd, vayu, fanatic, appletree, unifoil, gofoil, cloud ix, ppc, freedom foil, indiana, eleveight, gaastra, code, unit, slick, strike, nova, mantis, xps, d/lab, aluula, carbon, hm]";https://es.wallapop.com/item/tabla-wing-reedin-s-feather-188l-principiente-1227649685;[188];[];False;2026-06-12;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ka/ws/__/c10420p1227649685/i6273741472.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ka/ws/__/c10420p1227649685/i6273741482.jpg?pictureSize=W640
Wingfoil Takoon 4, 5 y 6 m 150 cada una;450.0;Sant Antoni de Portmany, 07820;"Vendo tres velas de wingfoil Takoon, Están en muy buen estado y listas para usar. 

- Incluye tres velas de wingfoil.
- Modelo Takoon.
- Medidas: 4m, 5m y 6 m
- En perfecto estado.";https://es.wallapop.com/item/wingfoil-takoon-4-y-5m-350-cada-una-1155380377;[];[4, 5, 6];False;2026-05-25;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/j3/vt/__/c10420p1155380377/i5814654346.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j3/vt/__/c10420p1155380377/i5814654405.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j3/vt/__/c10420p1155380377/i5814654389.jpg?pictureSize=W640
Tabla Gong SUP Foil/Wingfoil Híbrida 8.6 33 ancho;550.0;El Prat de Llobregat, 08820;"Tabla híbrida Gong para SUP foil, wingfoil y paddle surf. Diseñada para versatilidad en el agua. 155 l

- Diseño moderno con áreas de agarre texturizadas.
- Combinación de colores gris, azul y verde lima.
- Incluye leash y quillas.";https://es.wallapop.com/item/tabla-gong-sup-foil-wingfoil-hibrida-8-6-1280061093;[155];[];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l6/45/__/c10420p1280061093/i6607160404.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/45/__/c10420p1280061093/i6607160411.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/45/__/c10420p1280061093/i6607160423.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/45/__/c10420p1280061093/i6607160428.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/45/__/c10420p1280061093/i6607160435.jpg?pictureSize=W640
Wing de Wingfoil KT Wing Air 6.0 - Color Oliva;490.0;Alcúdia, 07400;"Wing Air de KT Foiling en color oliva exclusivo, tamaño 6.0m2. Perfecto para todo tipo de condiciones.

INCLUYE: Leash de muñeca + Bolsa de transporte
NO INCLUYE: Bomba de inflado

ESTADO: 7/10 - Buen estado general, completamente funcional

CARACTERÍSTICAS:
Diseñado por Jason Diffin (campeón mundial). Construcción ultraligera con materiales Dimension Polyant y refuerzos de kevlar. Excelente estabilidad, potencia en rango bajo y fácil de manejar en olas.

Envío a toda España
Vendedor con experiencia
Respuesta rápida - Envío inmediato

Solo 1 unidad disponible!";https://es.wallapop.com/item/wing-de-wingfoil-kt-wing-air-6-0-color-oliva-1209034554;[];[6];False;2026-06-26;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6156630028.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6156630026.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6156630047.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6155227973.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6155227961.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6155227972.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6155227978.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jz/tt/__/c10420p1209034554/i6155227979.jpg?pictureSize=W640
Tabla WingFoil RRD 160L BIG BELUGA;980.0;Málaga, 29007;"Tabla de WingFoil RRD BIG BELUGA de 160 litros.

- Diseño White Line Y31
- Incluye footstraps


**NO INCLUYE FOIL";https://es.wallapop.com/item/tabla-wingfoil-rrd-160l-big-beluga-1280862331;[160];[];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l6/lb/__/c10420p1280862331/i6612282729.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/lb/__/c10420p1280862331/i6612282749.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/lb/__/c10420p1280862331/i6612282743.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/lb/__/c10420p1280862331/i6612282761.jpg?pictureSize=W640
Ala Wing Foil Eleveight 6m;300.0;Reus, 43201;"Ala de wing foil Eleveight de 6 metros. Diseñada para ofrecer un rendimiento óptimo.

- Color principal rojo y gris.
- Ventanas transparentes para visibilidad.
Tiene una reparación realizada por Virus Kite, un excelente profesional reparando Kites y Wings. 
-Ideal para iniciación... Cuando necesitas un poco más de wing para poder empezar a volar. Muy cuidada. Siempre aclarada con agua dulce y dejada secar antes de guardarla. Se puede ver sin problema en Miami Playa.";https://es.wallapop.com/item/ala-wing-foil-eleveight-6m-1277722619;[];[6];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592951.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592955.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592956.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592961.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592963.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592968.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592970.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592979.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590592987.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/q1/__/c10420p1277722619/i6590593001.jpg?pictureSize=W640
AIR WING RRD 6.0;599.0;Sant Pere Pescador, 17470;"Ala AIR WING RRD de 6.0 m
- Perfecto para iniciar-se y evolucionar en el wingfoil!
- Handles rigidos para mayor control
Se hacen envíos. Más información por WhatsApp en el (+34) 621014083.";https://es.wallapop.com/item/air-wing-rrd-6-0-1280839013;[];[6];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l6/kt/__/c10420p1280839013/i6612181891.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/kt/__/c10420p1280839013/i6612181917.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/kt/__/c10420p1280839013/i6612181931.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/kt/__/c10420p1280839013/i6612181945.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l6/kt/__/c10420p1280839013/i6612181959.jpg?pictureSize=W640
Tabla de wing foil hinchable 150L;299.0;Sevilla, 41010;"Un solo uso, prácticamente nueva a estrenar
Hinchable perfecta para iniciación e intermedio
150L
También se vende wing Takoon v2 de 7 metros 299€

#wingfoil #hydrofoil #foil #vela #surf #tabla";https://es.wallapop.com/item/tabla-de-wing-foil-hinchable-150l-1277081407;[150];[7];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l4/ca/__/c10420p1277081407/i6604679136.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/ca/__/c10420p1277081407/i6604679158.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/ca/__/c10420p1277081407/i6604679150.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/ca/__/c10420p1277081407/i6604679154.jpg?pictureSize=W640
